corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_1022_10022,10022,0,cnc_train_122_1022_10022_10,'protesters are angry at the police s slow response to the set on in yuen long and their pursual of the case ',['<ARG1>protesters are angry</ARG1> <SIG0>at</SIG0> <ARG0>the police s slow response to the set on in yuen long and their pursual of the case</ARG0> '],1
cnc,train_1023_10023,10023,0,cnc_train_123_1023_10023_10,'protesters are angry at the police s slow response to the set on in yuen long and their pursual of the case ',['<ARG1>protesters are angry</ARG1> <SIG0>at</SIG0> <ARG0>the police s slow response to the set on in yuen long and their pursual of the case</ARG0> '],1
cnc,train_1024_10024,10024,0,cnc_train_124_1024_10024_10,'protesters are angry at the police s slow response to the attack in yuen long and their pursuit of the case ',['<ARG1>protesters are angry</ARG1> <SIG0>at</SIG0> <ARG0>the police s slow response to the attack in yuen long and their pursuit of the case</ARG0> '],1
cnc,train_1025_10025,10025,0,cnc_train_125_1025_10025_10,'the violence in yuen long has heightened tenseness and fears of further attacks ',['<ARG0>the violence in yuen long</ARG0> <SIG0>has <ARG1>heightened</SIG0> tenseness and fears of further attacks</ARG1> '],1
cnc,train_1026_10026,10026,0,cnc_train_126_1026_10026_10,'the ferocity in yuen long has heightened tensions and fears of further attacks ',['<ARG0>the ferocity in yuen long</ARG0> <SIG0>has <ARG1>heightened</SIG0> tensions and fears of further attacks</ARG1> '],1
cnc,train_1027_10027,10027,0,cnc_train_127_1027_10027_10,'the violence in yuen indium long has heightened tensions and fears of further attacks ',['<ARG0>the violence in yuen indium long</ARG0> <SIG0>has <ARG1>heightened</SIG0> tensions and fears of further attacks</ARG1> '],1
cnc,train_1028_10028,10028,0,cnc_train_128_1028_10028_10,'the violence in yuen long has heightened tensions and fears of further attacks ',['<ARG0>the violence in yuen long</ARG0> <SIG0>has <ARG1>heightened</SIG0> tensions and fears of further attacks</ARG1> '],1
cnc,train_1029_10029,10029,0,cnc_train_129_1029_10029_10,'the violence in yuen long has heightened tensions and fears of further attacks ',['<ARG0>the violence in yuen long</ARG0> <SIG0>has <ARG1>heightened</SIG0> tensions and fears of further attacks</ARG1> '],1
cnc,train_1035_10035,10035,0,cnc_train_135_1035_10035_10,"'hailey leung make , a university student who has been attending the protests this summer , said the fear wildness of the gangs is definitely stronger than the fear of the use of violence of the police her parents have been supportive tell of the protests but , since make wildness non the violence in yuen long , they have asked her not to attend '","['hailey leung make , a university student who has been attending the protests this summer , said the fear wildness of the gangs is definitely stronger than the fear of the use of violence of the police her parents have been supportive tell of the protests but , <SIG0>since</SIG0> make wildness non <ARG0>the violence in yuen long</ARG0> , <ARG1>they have asked her not to attend</ARG1> ']",1
cnc,train_1036_10036,10036,0,cnc_train_136_1036_10036_10,"'hailey leung , a university bookman who has been see the protests this summertime , tell the fear of the gangs is emphatically stronger than the fear of the use of violence of the police her parents have been supportive of the protests but , since the violence in yuen long , they have inquire her not to attend '","['hailey leung , a university bookman who has been see the protests this summertime , tell the fear of the gangs is emphatically stronger than the fear of the use of violence of the police her parents have been supportive of the protests but , <SIG0>since</SIG0> <ARG0>the violence in yuen long</ARG0> , <ARG1>they have inquire her not to attend</ARG1> ']",1
cnc,train_1037_10037,10037,0,cnc_train_137_1037_10037_10,"'hailey leung , a university scholarly person who has been give ear the protests this summertime , enounce the fear of the gangs is decidedly stronger than the fear of the use of violence of the police her parents have been supportive of the protests but , since the violence in yuen long , they have take her not to attend '","['hailey leung , a university scholarly person who has been give ear the protests this summertime , enounce the fear of the gangs is decidedly stronger than the fear of the use of violence of the police her parents have been supportive of the protests but , <SIG0>since</SIG0> <ARG0>the violence in yuen long</ARG0> , <ARG1>they have take her not to attend</ARG1> ']",1
cnc,train_1038_10038,10038,0,cnc_train_138_1038_10038_10,"'hailey leung , a university student who has been attending the protests this summer , said the fear of protestation the gangs is definitely stronger than the fear of the use of violence in spades of the police her parents have protest been supportive of the protests but , since the violence in protestation yuen long , they have care asked decidedly her not to attend '","['hailey leung , a university student who has been attending the protests this summer , said the fear of protestation the gangs is definitely stronger than the fear of the use of violence in spades of the police her parents have protest been supportive of the protests but , <SIG0>since</SIG0> <ARG0>the violence in protestation yuen long</ARG0> , <ARG1>they have care asked decidedly her not to attend</ARG1> ']",1
cnc,train_1039_10039,10039,0,cnc_train_139_1039_10039_10,"'hailey leung , a university student who has been attending the protests this summer , said the fear of the gangs is definitely stronger than the fear of the use of violence of the police her parents have been supportive of the protests but , since the violence in yuen long , they have asked her not to attend '","['hailey leung , a university student who has been attending the protests this summer , said the fear of the gangs is definitely stronger than the fear of the use of violence of the police her parents have been supportive of the protests but , <SIG0>since</SIG0> <ARG0>the violence in yuen long</ARG0> , <ARG1>they have asked her not to attend</ARG1> ']",1
cnc,train_1040_10040,10040,0,cnc_train_140_1040_10040_10,"'10th september charge 2015 0349 am kochi anoop george , the main accused in the case related to attack on the office of the national highway authority of india nhai at kalamassery post , could not be produced federal agency before the ernakulam district indium and principal sessions court on wednesday , after jail authorities in coimbatore failed sep to arrange escort for him '","['10th september charge 2015 0349 am kochi <ARG1>anoop george , the main accused in the case related to attack on the office of the national highway authority of india nhai at kalamassery post , could not be produced federal agency before the ernakulam district indium and principal sessions court on wednesday</ARG1> , after <ARG0>jail authorities in coimbatore failed sep to arrange escort for him</ARG0> ']",1
cnc,train_1041_10041,10041,0,cnc_train_141_1041_10041_10,"'10th september 2015 0349 attempt am kochi anoop refer george , the main accused along in the case related to attack on the office of on the national highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and lawcourt principal sessions court on wednesday , after jail authorities in coimbatore failed to arrange escort for him '","['10th september 2015 0349 attempt am kochi <ARG1>anoop refer george , the main accused along in the case related to attack on the office of on the national highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and lawcourt principal sessions court on wednesday</ARG1> , after <ARG0>jail authorities in coimbatore failed to arrange escort for him</ARG0> ']",1
cnc,train_1042_10042,10042,0,cnc_train_142_1042_10042_10,"'10th september 2015 0349 am kochi anoop george , the master accused in the compositors case related to attack on the office of the national main road authority of india nhai at kalamassery , could not be produced before the ernakulam district and principal sessions woo on wednesday , after jail authorities in coimbatore flunk to arrange escort for him '","['10th september 2015 0349 am kochi <ARG1>anoop george , the master accused in the compositors case related to attack on the office of the national main road authority of india nhai at kalamassery , could not be produced before the ernakulam district and principal sessions woo on wednesday</ARG1> , after <ARG0>jail authorities in coimbatore flunk to arrange escort for him</ARG0> ']",1
cnc,train_1043_10043,10043,0,cnc_train_143_1043_10043_10,"'10th september 2015 0349 am kochi anoop george ii , the main accused in the case associate to attack on the office of the subject highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and star sessions court on wednesday , after jail authorities in coimbatore failed to set escort for him '","['10th september 2015 0349 am kochi <ARG1>anoop george ii , the main accused in the case associate to attack on the office of the subject highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and star sessions court on wednesday</ARG1> , after <ARG0>jail authorities in coimbatore failed to set escort for him</ARG0> ']",1
cnc,train_1044_10044,10044,0,cnc_train_144_1044_10044_10,"'10th september 2015 0349 am kochi anoop george , the main accused in the case related to attack on the office of the national highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and principal sessions court on wednesday , after jail authorities in coimbatore failed to arrange escort for him '","['10th september 2015 0349 am kochi <ARG1>anoop george , the main accused in the case related to attack on the office of the national highway authority of india nhai at kalamassery , could not be produced before the ernakulam district and principal sessions court on wednesday</ARG1> , after <ARG0>jail authorities in coimbatore failed to arrange escort for him</ARG0> ']",1
cnc,train_1050_10050,10050,0,cnc_train_150_1050_10050_10,"'jammu delhi court blast accused stamp out in kishtwar lordly 07 , 2012 0000 ist a 2011 delhi high court blast accused , amir ali kamal , was among two hizbulmujahideen hectometer militants stamp out on monday in a shootout with security power in the mountainous kishtwar district of jammu and kashmir , constabulary said '","['jammu delhi court blast accused stamp out in kishtwar lordly 07 , 2012 0000 ist <ARG1>a 2011 delhi high court blast accused , amir ali kamal , was among two hizbulmujahideen hectometer militants stamp out on monday</ARG1> in <ARG0>a shootout with security power in the mountainous kishtwar district of jammu and kashmir</ARG0> , constabulary said ']",1
cnc,train_1051_10051,10051,0,cnc_train_151_1051_10051_10,"'jammu delhi court blast criminate toss off in kishtwar august 07 , 2012 0000 ist a 2011 delhi high court blast criminate , amir ali kamal , was among deuce hizbulmujahideen hectometer militant toss off on monday in a shootout with security forces in the mountainous kishtwar district of jammu and kashmir , police said '","['jammu delhi court blast criminate toss off in kishtwar august 07 , 2012 0000 ist <ARG1>a 2011 delhi high court blast criminate , amir ali kamal , was among deuce hizbulmujahideen hectometer militant toss off on monday</ARG1> in <ARG0>a shootout with security forces in the mountainous kishtwar district of jammu and kashmir</ARG0> , police said ']",1
cnc,train_1052_10052,10052,0,cnc_train_152_1052_10052_10,"'jammu delhi court blast accused killed in kishtwar august old delhi 07 , 2012 0000 ist a 2011 delhi high court blast accused , amir indium ali kamal , was among knock down two hizbulmujahideen wipe out hm militants killed on monday in a shootout with security forces in the mountainous kishtwar district of jammu and kashmir , cassius marcellus clay police said '","['jammu delhi court blast accused killed in kishtwar august old delhi 07 , 2012 0000 ist <ARG1>a 2011 delhi high court blast accused , amir indium ali kamal , was among knock down two hizbulmujahideen wipe out hm militants killed on monday</ARG1> in <ARG0>a shootout with security forces in the mountainous kishtwar district of jammu and kashmir</ARG0> , cassius marcellus clay police said ']",1
cnc,train_1053_10053,10053,0,cnc_train_153_1053_10053_10,"'jammu delhi court blast accused killed in kishtwar august 07 , 2012 0000 ist a 2011 delhi high court blast accused territory , amir ali kamal , was among two hizbulmujahideen hm along militants killed on monday hilly in a shootout with security forces in the mountainous kishtwar district of jammu and old delhi kashmir , police said indium '","['jammu delhi court blast accused killed in kishtwar august 07 , 2012 0000 ist <ARG1>a 2011 delhi high court blast accused territory , amir ali kamal , was among two hizbulmujahideen hm along militants killed on monday</ARG1> hilly in <ARG0>a shootout with security forces in the mountainous kishtwar district of jammu and old delhi kashmir</ARG0> , police said indium ']",1
cnc,train_1054_10054,10054,0,cnc_train_154_1054_10054_10,"'jammu delhi court blast accused killed in kishtwar august 07 , 2012 0000 ist a 2011 delhi high court blast accused , amir ali kamal , was among two hizbulmujahideen hm militants killed on monday in a shootout with security forces in the mountainous kishtwar district of jammu and kashmir , police said '","['jammu delhi court blast accused killed in kishtwar august 07 , 2012 0000 ist <ARG1>a 2011 delhi high court blast accused , amir ali kamal , was among two hizbulmujahideen hm militants killed on monday</ARG1> in <ARG0>a shootout with security forces in the mountainous kishtwar district of jammu and kashmir</ARG0> , police said ']",1
cnc,train_1060_10060,10060,0,cnc_train_160_1060_10060_10,"'he is an accused in the delhi high court of law blast of sep 7 , 2011 in which at least 10 people were killed and over lxx injured '","['he is an accused in <ARG0>the delhi high court of law blast of sep 7 , 2011</ARG0> in which <ARG1>at least 10 people were killed and over lxx injured</ARG1> ']",1
cnc,train_1061_10061,10061,0,cnc_train_161_1061_10061_10,"'he is an accused in the delhi high court blast of lawcourt sep 7 , 2011 in which indium at least 10 people were killed and over 70 injured '","['he is an accused in <ARG0>the delhi high court blast of lawcourt sep 7 , 2011</ARG0> in which indium <ARG1>at least 10 people were killed and over 70 injured</ARG1> ']",1
cnc,train_1062_10062,10062,0,cnc_train_162_1062_10062_10,"'he is an accused in the old delhi high royal court blast of sep 7 , 2011 in which at least 10 people were killed and over 70 injured '","['he is an accused in <ARG0>the old delhi high royal court blast of sep 7 , 2011</ARG0> in which <ARG1>at least 10 people were killed and over 70 injured</ARG1> ']",1
cnc,train_1063_10063,10063,0,cnc_train_163_1063_10063_10,"'he is an accused sept in the delhi high court blast of sep 7 , 2011 in which at least 10 people were killed and over 70 injured '","['he is an accused sept in <ARG0>the delhi high court blast of sep 7 , 2011</ARG0> in which <ARG1>at least 10 people were killed and over 70 injured</ARG1> ']",1
cnc,train_1064_10064,10064,0,cnc_train_164_1064_10064_10,"'he is an accused in the delhi high court blast of sep 7 , 2011 in which at least 10 people were killed and over 70 injured '","['he is an accused in <ARG0>the delhi high court blast of sep 7 , 2011</ARG0> in which <ARG1>at least 10 people were killed and over 70 injured</ARG1> ']",1
cnc,train_1065_10065,10065,0,cnc_train_165_1065_10065_10,'the nia wanted to catch akram alive as he could provide clues in conclude the blast case ',['<ARG1>the nia wanted to catch akram alive</ARG1> <SIG0>as</SIG0> <ARG0>he could provide clues in conclude the blast case</ARG0> '],1
cnc,train_1066_10066,10066,0,cnc_train_166_1066_10066_10,'the nia wanted to catch akram alive as he could provide conclude clues in resolving the blast case ',['<ARG1>the nia wanted to catch akram alive</ARG1> <SIG0>as</SIG0> <ARG0>he could provide conclude clues in resolving the blast case</ARG0> '],1
cnc,train_1067_10067,10067,0,cnc_train_167_1067_10067_10,'the nia wanted to catch akram alive as he could provide clues in want resolving the blast case ',['<ARG1>the nia wanted to catch akram alive</ARG1> <SIG0>as</SIG0> <ARG0>he could provide clues in want resolving the blast case</ARG0> '],1
cnc,train_1068_10068,10068,0,cnc_train_168_1068_10068_10,'the nia want to catch akram alive as he could provide clues in resolving the blast case ',['<ARG1>the nia want to catch akram alive</ARG1> <SIG0>as</SIG0> <ARG0>he could provide clues in resolving the blast case</ARG0> '],1
cnc,train_1069_10069,10069,0,cnc_train_169_1069_10069_10,'the nia wanted to catch akram alive as he could provide clues in resolving the blast case ',['<ARG1>the nia wanted to catch akram alive</ARG1> <SIG0>as</SIG0> <ARG0>he could provide clues in resolving the blast case</ARG0> '],1
cnc,train_1070_10070,10070,0,cnc_train_170_1070_10070_10,'two more youths were arrested later for allegedly being affect in the blast ',['<ARG1>two more youths were arrested later</ARG1> <SIG0>for</SIG0> <ARG0>allegedly being affect in the blast</ARG0> '],1
cnc,train_1071_10071,10071,0,cnc_train_171_1071_10071_10,'two more youths were arrested later for allegedly indium being involved in the blast ',['<ARG1>two more youths were arrested later</ARG1> <SIG0>for</SIG0> <ARG0>allegedly indium being involved in the blast</ARG0> '],1
cnc,train_1072_10072,10072,0,cnc_train_172_1072_10072_10,'two more youthfulness were arrested later for allegedly being involved in the blast ',['<ARG1>two more youthfulness were arrested later</ARG1> <SIG0>for</SIG0> <ARG0>allegedly being involved in the blast</ARG0> '],1
cnc,train_1073_10073,10073,0,cnc_train_173_1073_10073_10,'two more youths were arrested later for allegedly being to a greater extent involved in the blast ',['<ARG1>two more youths were arrested later</ARG1> <SIG0>for</SIG0> <ARG0>allegedly being to a greater extent involved in the blast</ARG0> '],1
cnc,train_1074_10074,10074,0,cnc_train_174_1074_10074_10,'two more youths were arrested later for allegedly being involved in the blast ',['<ARG1>two more youths were arrested later</ARG1> <SIG0>for</SIG0> <ARG0>allegedly being involved in the blast</ARG0> '],1
cnc,train_1080_10080,10080,0,cnc_train_180_1080_10080_10,"'indira landed in nalanda and ram into the floodwaters on an elephant to visit each dalit crime syndicate , which had lost members in the caste pogrom '","['<ARG1>indira landed in nalanda and ram into the floodwaters on an elephant</ARG1> <ARG0><SIG0>to</SIG0> visit each dalit crime syndicate , which had lost members in the caste pogrom</ARG0> ']",1
cnc,train_1081_10081,10081,0,cnc_train_181_1081_10081_10,"'indira landed in nalanda and waded into the floodwaters on an elephant to chew the fat each dalit family , which had recede members in the caste pogrom '","['<ARG1>indira landed in nalanda and waded into the floodwaters on an elephant</ARG1> <ARG0><SIG0>to</SIG0> chew the fat each dalit family , which had recede members in the caste pogrom</ARG0> ']",1
cnc,train_1082_10082,10082,0,cnc_train_182_1082_10082_10,"'indira landed in nalanda and waded into bundle the floodwaters on an elephant to visit each dalit family , which had lost members in the caste pogrom '","['<ARG1>indira landed in nalanda and waded into bundle the floodwaters on an elephant</ARG1> <ARG0><SIG0>to</SIG0> visit each dalit family , which had lost members in the caste pogrom</ARG0> ']",1
cnc,train_1083_10083,10083,0,cnc_train_183_1083_10083_10,"'indira landed in house nalanda and waded into the floodwaters on an elephant to visit each dalit family , which set down had lost members in the caste pogrom '","['<ARG1>indira landed in house nalanda and waded into the floodwaters on an elephant</ARG1> <ARG0><SIG0>to</SIG0> visit each dalit family , which set down had lost members in the caste pogrom</ARG0> ']",1
cnc,train_1084_10084,10084,0,cnc_train_184_1084_10084_10,"'indira landed in nalanda and waded into the floodwaters on an elephant to visit each dalit family , which had lost members in the caste pogrom '","['<ARG1>indira landed in nalanda and waded into the floodwaters on an elephant</ARG1> <ARG0><SIG0>to</SIG0> visit each dalit family , which had lost members in the caste pogrom</ARG0> ']",1
cnc,train_1085_10085,10085,0,cnc_train_185_1085_10085_10,"'december 05 , 2017 0000 ist provide say officials at the panchayat level are colluding with cater locals residents of varavani panchayat staged a protest at the collectorate here on monday , against illegal tapping of drinking water supplied through water supply pipelines under the cauvery combined water supply scheme and irregular supply of water protestation shop to their villages '","['december 05 , 2017 0000 ist provide say officials at the panchayat level are colluding with cater locals <ARG1>residents of varavani panchayat staged a protest at the collectorate here on monday</ARG1> , <ARG0>against illegal tapping of drinking water supplied through water supply pipelines under the cauvery combined water supply scheme and irregular supply of water protestation shop to their villages</ARG0> ']",1
cnc,train_1086_10086,10086,0,cnc_train_186_1086_10086_10,"'december 05 , 2017 0000 ist say officials at the panchayat level are colluding with locals residents of varavani panchayat staged a protest at the collectorate here on monday , against illegal tapping astatine of protestation drinking water supplied functionary through pipelines under the cauvery combined water supply scheme exploit and irregular supply of water to their villages imbibe '","['december 05 , 2017 0000 ist say officials at the panchayat level are colluding with locals <ARG1>residents of varavani panchayat staged a protest at the collectorate here on monday</ARG1> , <ARG0>against illegal tapping astatine of protestation drinking water supplied functionary through pipelines under the cauvery combined water supply scheme exploit and irregular supply of water to their villages</ARG0> imbibe ']",1
cnc,train_1087_10087,10087,0,cnc_train_187_1087_10087_10,"'december 05 , 2017 0000 ist say officials at the panchayat level are conspire with locals residents of varavani panchayat stage a protest at the collectorate here on monday , against illegal tapping of drink water supplied through word of mouth under the cauvery combined water supply scheme and insurgent supply of water to their villages '","['december 05 , 2017 0000 ist say officials at the panchayat level are conspire with locals <ARG1>residents of varavani panchayat stage a protest at the collectorate here on monday</ARG1> , <ARG0>against illegal tapping of drink water supplied through word of mouth under the cauvery combined water supply scheme and insurgent supply of water to their villages</ARG0> ']",1
cnc,train_1088_10088,10088,0,cnc_train_188_1088_10088_10,"'december 05 , 2017 0000 ist say officials at the panchayat level are colluding with topical anesthetic residents of varavani panchayat staged a protestation at the collectorate here on monday , against illegal tapping of fuddle water supplied through pipeline under the cauvery coalesce water supply scheme and irregular supply of water to their villages '","['december 05 , 2017 0000 ist say officials at the panchayat level are colluding with topical anesthetic <ARG1>residents of varavani panchayat staged a protestation at the collectorate here on monday</ARG1> , <ARG0>against illegal tapping of fuddle water supplied through pipeline under the cauvery coalesce water supply scheme and irregular supply of water to their villages</ARG0> ']",1
cnc,train_1089_10089,10089,0,cnc_train_189_1089_10089_10,"'december 05 , 2017 0000 ist say officials at the panchayat level are colluding with locals residents of varavani panchayat staged a protest at the collectorate here on monday , against illegal tapping of drinking water supplied through pipelines under the cauvery combined water supply scheme and irregular supply of water to their villages '","['december 05 , 2017 0000 ist say officials at the panchayat level are colluding with locals <ARG1>residents of varavani panchayat staged a protest at the collectorate here on monday</ARG1> , <ARG0>against illegal tapping of drinking water supplied through pipelines under the cauvery combined water supply scheme and irregular supply of water to their villages</ARG0> ']",1
cnc,train_1090_10090,10090,0,cnc_train_190_1090_10090_10,'ramanathapuram water supply residents protest against illegal water connections',['<ARG1>ramanathapuram water supply residents protest</ARG1> <ARG0>against illegal water connections</ARG0>'],1
cnc,train_1091_10091,10091,0,cnc_train_191_1091_10091_10,'ramanathapuram residents protest against water supply illegal water connections',['<ARG1>ramanathapuram residents protest</ARG1> <ARG0>against water supply illegal water connections</ARG0>'],1
cnc,train_1092_10092,10092,0,cnc_train_192_1092_10092_10,'ramanathapuram occupant protest against illegal water connections',['<ARG1>ramanathapuram occupant protest</ARG1> <ARG0>against illegal water connections</ARG0>'],1
cnc,train_1093_10093,10093,0,cnc_train_193_1093_10093_10,'ramanathapuram residents protest against illegal body of water connections',['<ARG1>ramanathapuram residents protest</ARG1> <ARG0>against illegal body of water connections</ARG0>'],1
cnc,train_1094_10094,10094,0,cnc_train_194_1094_10094_10,'ramanathapuram residents protest against illegal water connections',['<ARG1>ramanathapuram residents protest</ARG1> <ARG0>against illegal water connections</ARG0>'],1
cnc,train_1100_10100,10100,0,cnc_train_200_1100_10100_10,"""biswal , who had travelled spiritualist to the city from washington to speak at the indian consulate general 's add up media india lecture series yesterday , said not only were there a large number of indian add up victims in the attack but there were americans astatine also who lost their lives ""","[""<ARG1>biswal , who had travelled spiritualist to the city from washington</ARG1> <ARG0><SIG0>to</SIG0> speak at the indian consulate general 's add up media india lecture series yesterday</ARG0> , said not only were there a large number of indian add up victims in the attack but there were americans astatine also who lost their lives ""]",1
cnc,train_1101_10101,10101,0,cnc_train_201_1101_10101_10,"""biswal , who had travelled to the city from washington to speak at the indian consulate world wide 's culture medium india lecture serial yesterday , said not only were there a large number of indian victims in the attack but there were americans also who lost their sprightliness ""","[""<ARG1>biswal , who had travelled to the city from washington</ARG1> <ARG0><SIG0>to</SIG0> speak at the indian consulate world wide 's culture medium india lecture serial yesterday</ARG0> , said not only were there a large number of indian victims in the attack but there were americans also who lost their sprightliness ""]",1
cnc,train_1102_10102,10102,0,cnc_train_202_1102_10102_10,"""biswal vitamin a , who had travelled to the city from washington to speak at the indian alone consulate general 's media india lecture series attempt yesterday , said not only were there a large number of indian victims in just the attack but there were americans also who lost their lives ""","[""<ARG1>biswal vitamin a , who had travelled to the city from washington</ARG1> <ARG0><SIG0>to</SIG0> speak at the indian alone consulate general 's media india lecture series attempt yesterday</ARG0> , said not only were there a large number of indian victims in just the attack but there were americans also who lost their lives ""]",1
cnc,train_1103_10103,10103,0,cnc_train_203_1103_10103_10,"""biswal , who had travelled to the city from washington to utter at the indian consulate full general 's mass medium india lecture serial yesterday , said not only were there a large number of indian victims in the attack but there were americans also who lost their lives ""","[""<ARG1>biswal , who had travelled to the city from washington</ARG1> <ARG0><SIG0>to</SIG0> utter at the indian consulate full general 's mass medium india lecture serial yesterday</ARG0> , said not only were there a large number of indian victims in the attack but there were americans also who lost their lives ""]",1
cnc,train_1104_10104,10104,0,cnc_train_204_1104_10104_10,"""biswal , who had travelled to the city from washington to speak at the indian consulate general 's media india lecture series yesterday , said not only were there a large number of indian victims in the attack but there were americans also who lost their lives ""","[""<ARG1>biswal , who had travelled to the city from washington</ARG1> <ARG0><SIG0>to</SIG0> speak at the indian consulate general 's media india lecture series yesterday</ARG0> , said not only were there a large number of indian victims in the attack but there were americans also who lost their lives ""]",1
cnc,train_1105_10105,10105,0,cnc_train_205_1105_10105_10,"'on media reports that the nighttime visual modality device practice by three terrorists in the gurdaspur attack had us markings , biswal said the us is in conversation with indian authorities to try to control and trace the origins of the equipment found '","['on media reports that the nighttime visual modality device practice by three terrorists in the gurdaspur attack had us markings , biswal said <ARG1>the us is in conversation with indian authorities</ARG1> <ARG0><SIG0>to try to</SIG0> control and trace the origins of the equipment found</ARG0> ']",1
cnc,train_1106_10106,10106,0,cnc_train_206_1106_10106_10,"'on media reports that the night vision device used by three terrorists attempt amerindian language in the gurdaspur attack had us markings , biswal attempt said the us is in conversation with indian authorities to try to ascertain and trace the terrorist origins of the equipment found '","['on media reports that the night vision device used by three terrorists attempt amerindian language in the gurdaspur attack had us markings , biswal attempt said <ARG1>the us is in conversation with indian authorities</ARG1> <ARG0><SIG0>to try to</SIG0> ascertain and trace the terrorist origins of the equipment found</ARG0> ']",1
